from,BE-BB-electricity-transmission,BE-biomass-st,BE-ch4-gt,BE-electricity,BE-electricity,BE-electricity,BE-electricity,BE-electricity-liion-battery,BE-electricity-shortage,BE-solar-pv,BE-wind-onshore
2019-01-01 18:00:00,9224411.9,0.0,0.0,0.0,7912126.6,1410248.2963182,0.0,0.0,0.0,0.0,97963.0
2019-01-01 19:00:00,9395210.9,0.0,0.0,0.0,8113333.1,1380929.8321256,0.0,0.0,0.0,0.0,99052.0
2019-01-01 20:00:00,9534644.1,0.0,0.0,0.0,8301363.4,1332906.7911528896,0.0,0.0,0.0,0.0,99626.0
2019-01-01 21:00:00,9606979.3,0.0,0.0,0.0,8403798.5,1303039.8056472854,0.0,0.0,0.0,0.0,99859.0
2019-01-01 22:00:00,9575706.3,0.0,0.0,0.0,8346325.3,1329313.976550939,0.0,0.0,0.0,0.0,99933.0
2019-01-01 23:00:00,9662664.3,0.0,0.0,0.0,8491361.8,1271225.5694798431,0.0,0.0,0.0,0.0,99923.0
2019-01-02 00:00:00,9765983.8,0.0,0.0,0.0,8666488.5,1199369.2774467622,0.0,0.0,0.0,0.0,99874.0
2019-01-02 01:00:00,9849323.3,0.0,0.0,0.0,8806954.9,1142213.3566078446,0.0,0.0,0.0,0.0,99845.0
2019-01-02 02:00:00,9887307.2,0.0,0.0,0.0,8874959.3,1112126.9625768114,0.0,0.0,0.0,0.0,99779.0
2019-01-02 03:00:00,9907415.5,0.0,0.0,0.0,8911643.7,1095506.7667860438,0.0,0.0,0.0,0.0,99735.0
2019-01-02 04:00:00,9901446.6,0.0,0.0,0.0,8905136.2,1096000.4359679602,0.0,0.0,0.0,0.0,99690.0
2019-01-02 05:00:00,9910193.0,0.0,0.0,0.0,8923648.1,1086181.9044612988,0.0,0.0,0.0,0.0,99637.0
2019-01-02 06:00:00,9916269.1,0.0,0.0,0.0,8945502.7,1070247.3603120493,0.0,0.0,0.0,0.0,99481.0
2019-01-02 07:00:00,9792932.7,0.0,0.0,0.0,8754219.6,1138017.168561263,0.0,0.0,0.0,0.0,99304.0
2019-01-02 08:00:00,9633559.6,0.0,0.0,0.0,8502011.7,1230689.844432287,0.0,0.0,0.0,0.0,99142.0
2019-01-02 09:00:00,9903160.2,0.0,0.0,0.0,8699122.4,1322183.1994792854,0.0,0.0,0.0,19106.4,99039.0
2019-01-02 10:00:00,10540537.0,0.0,0.0,0.0,9317972.4,1373442.5161976,0.0,0.0,0.0,51892.00000000001,98986.0
2019-01-02 11:00:00,10677249.0,0.0,0.0,0.0,9420771.4,1416720.8478136,0.0,0.0,0.0,61295.99999999999,98947.0
2019-01-02 12:00:00,10442553.0,0.0,0.0,0.0,9159723.1,1433203.9132744002,0.0,0.0,0.0,51348.00000000001,99026.0
2019-01-02 13:00:00,10285244.0,0.0,0.0,0.0,9015411.9,1410796.8176266,0.0,0.0,0.0,41772.0,99193.0
2019-01-02 14:00:00,9964884.1,0.0,0.0,0.0,8696448.6,1393298.9877332,0.0,0.0,0.0,25592.399999999998,99271.0
2019-01-02 15:00:00,9565589.1,0.0,0.0,0.0,8274952.0,1397604.880043,0.0,0.0,0.0,7686.8,99281.0
2019-01-02 16:00:00,9314271.5,0.0,0.0,0.0,7971037.9,1442391.6452772,0.0,0.0,0.0,0.0,99158.0
2019-01-02 17:00:00,9111605.7,0.0,0.0,0.0,7640734.4,1569950.2766672,0.0,0.0,0.0,0.0,99079.0
2019-01-02 18:00:00,9103568.0,0.0,0.0,0.0,7622341.8,1580372.1816206,0.0,0.0,0.0,0.0,99146.0
2019-01-02 19:00:00,9160226.2,0.0,0.0,0.0,7712727.2,1546692.972982,0.0,0.0,0.0,0.0,99194.0
2019-01-02 20:00:00,9293705.7,0.0,0.0,0.0,7933594.1,1459313.5277874,0.0,0.0,0.0,0.0,99202.0
2019-01-02 21:00:00,9358656.8,0.0,0.0,0.0,8038569.5,1419326.3240486002,0.0,0.0,0.0,0.0,99239.0
2019-01-02 22:00:00,9329520.7,0.0,0.0,0.0,7993320.7,1435397.9985348,0.0,0.0,0.0,0.0,99198.0
2019-01-02 23:00:00,9410511.9,0.0,0.0,0.0,8134720.8,1374896.0976796001,0.0,0.0,0.0,0.0,99105.0
2019-01-03 00:00:00,9502921.2,0.0,0.0,0.0,8305556.0,1296238.141363178,0.0,0.0,0.0,0.0,98873.0
2019-01-03 01:00:00,9546935.6,0.0,0.0,0.0,8404923.8,1240535.8020047755,0.0,0.0,0.0,0.0,98524.0
2019-01-03 02:00:00,9569310.5,0.0,0.0,0.0,8470122.7,1197339.748587445,0.0,0.0,0.0,0.0,98152.0
2019-01-03 03:00:00,9615416.4,0.0,0.0,0.0,8558093.4,1155323.015994142,0.0,0.0,0.0,0.0,98000.0
2019-01-03 04:00:00,9579568.9,0.0,0.0,0.0,8535443.5,1141637.4092290413,0.0,0.0,0.0,0.0,97512.0
2019-01-03 05:00:00,9458738.5,0.0,0.0,0.0,8437823.8,1117063.6543959682,0.0,0.0,0.0,0.0,96149.0
2019-01-03 06:00:00,9343722.2,0.0,0.0,0.0,8359737.4,1078639.7364040227,0.0,0.0,0.0,0.0,94655.0
2019-01-03 07:00:00,9241665.8,0.0,0.0,0.0,8234930.8,1100799.9974585762,0.0,0.0,0.0,0.0,94065.0
2019-01-03 08:00:00,9125778.0,0.0,0.0,0.0,8079175.1,1140183.827748527,0.0,0.0,0.0,0.0,93581.0
2019-01-03 09:00:00,9236314.9,0.0,0.0,0.0,8147620.1,1204607.65598764,0.0,0.0,0.0,25342.8,90570.0
2019-01-03 10:00:00,9517171.0,0.0,0.0,0.0,8393005.3,1269881.6922626374,0.0,0.0,0.0,58080.0,87636.0
2019-01-03 11:00:00,9086233.3,0.0,0.0,0.0,7883419.5,1340887.776264,0.0,0.0,0.0,52088.0,85986.0
2019-01-03 12:00:00,8510593.8,0.0,0.0,0.0,7256029.5,1362856.054849,0.0,0.0,0.0,21104.800000000003,87187.0
2019-01-03 13:00:00,8616145.7,0.0,0.0,0.0,7393608.8,1328024.9514647927,0.0,0.0,0.0,17084.0,88404.0
2019-01-03 14:00:00,8720608.0,0.0,0.0,0.0,7517789.4,1303314.0663037729,0.0,0.0,0.0,10210.4,90285.0
2019-01-03 15:00:00,8785848.1,0.0,0.0,0.0,7581221.0,1299501.843176988,0.0,0.0,0.0,2641.72,92233.0
2019-01-03 16:00:00,8882173.7,0.0,0.0,0.0,7608270.0,1368368.694048,0.0,0.0,0.0,0.0,94465.0
2019-01-03 17:00:00,8831681.6,0.0,0.0,0.0,7442685.1,1484545.5082016,0.0,0.0,0.0,0.0,95549.0
2019-01-03 18:00:00,8881518.5,0.0,0.0,0.0,7463339.8,1514549.624023,0.0,0.0,0.0,0.0,96371.0
2019-01-03 19:00:00,8976973.9,0.0,0.0,0.0,7590854.0,1482899.9442496,0.0,0.0,0.0,0.0,96780.0
2019-01-03 20:00:00,9139519.9,0.0,0.0,0.0,7811723.9,1425222.9281742,0.0,0.0,0.0,0.0,97427.0
2019-01-03 21:00:00,9206738.1,0.0,0.0,0.0,7903178.5,1401252.5467854,0.0,0.0,0.0,0.0,97693.0
2019-01-03 22:00:00,9155121.4,0.0,0.0,0.0,7822290.1,1430461.3067056,0.0,0.0,0.0,0.0,97630.0
2019-01-03 23:00:00,9255246.9,0.0,0.0,0.0,7987212.0,1365680.9396154,0.0,0.0,0.0,0.0,97646.0
2019-01-04 00:00:00,9378007.8,0.0,0.0,0.0,8181162.8,1294620.00348889,0.0,0.0,0.0,0.0,97775.0
2019-01-04 01:00:00,9493618.5,0.0,0.0,0.0,8359023.7,1232554.8168972363,0.0,0.0,0.0,0.0,97960.0
2019-01-04 02:00:00,9579932.5,0.0,0.0,0.0,8478237.8,1199972.650890798,0.0,0.0,0.0,0.0,98278.0
2019-01-04 03:00:00,9615839.7,0.0,0.0,0.0,8529287.5,1184943.1669084914,0.0,0.0,0.0,0.0,98391.0
2019-01-04 04:00:00,9618592.5,0.0,0.0,0.0,8522157.4,1194981.1069405803,0.0,0.0,0.0,0.0,98546.0
2019-01-04 05:00:00,9602433.7,0.0,0.0,0.0,8478819.0,1222379.7465366067,0.0,0.0,0.0,0.0,98765.0
2019-01-04 06:00:00,9480701.1,0.0,0.0,0.0,8257971.7,1321744.3824284289,0.0,0.0,0.0,0.0,99015.0
2019-01-04 07:00:00,9281936.9,0.0,0.0,0.0,7912331.6,1468830.3725671999,0.0,0.0,0.0,0.0,99225.0
2019-01-04 08:00:00,9161536.9,0.0,0.0,0.0,7701544.1,1559363.8153186,0.0,0.0,0.0,0.0,99371.0
2019-01-04 09:00:00,9189384.8,0.0,0.0,0.0,7678094.4,1615916.3627158,0.0,0.0,0.0,5276.0,99350.0
2019-01-04 10:00:00,9357750.6,0.0,0.0,0.0,7818518.7,1654449.9849726,0.0,0.0,0.0,15934.000000000002,99284.0
2019-01-04 11:00:00,9379911.9,0.0,0.0,0.0,7811632.0,1686565.9078568001,0.0,0.0,0.0,18966.0,99320.0
2019-01-04 12:00:00,9294813.2,0.0,0.0,0.0,7711207.3,1698551.0985512002,0.0,0.0,0.0,15555.199999999999,99390.0
2019-01-04 13:00:00,9265355.3,0.0,0.0,0.0,7697015.5,1680395.0430903998,0.0,0.0,0.0,12595.2,99460.0
2019-01-04 14:00:00,9180455.6,0.0,0.0,0.0,7623611.3,1663802.2733572,0.0,0.0,0.0,7475.999999999999,99482.0
2019-01-04 15:00:00,9070152.2,0.0,0.0,0.0,7518682.9,1652722.1428364,0.0,0.0,0.0,1787.84,99465.0
2019-01-04 16:00:00,8976390.2,0.0,0.0,0.0,7393214.5,1682561.702276,0.0,0.0,0.0,0.0,99386.0
2019-01-04 17:00:00,8805817.5,0.0,0.0,0.0,7117367.8,1787740.6640796,0.0,0.0,0.0,0.0,99291.0
2019-01-04 18:00:00,8801284.9,0.0,0.0,0.0,7119129.9,1781322.9647204,0.0,0.0,0.0,0.0,99168.0
2019-01-04 19:00:00,8796886.2,0.0,0.0,0.0,7142924.6,1752717.5782313999,0.0,0.0,0.0,0.0,98756.0
2019-01-04 20:00:00,8781721.5,0.0,0.0,0.0,7207721.7,1671563.8499393999,0.0,0.0,0.0,0.0,97564.0
2019-01-04 21:00:00,8564121.9,0.0,0.0,0.0,7035424.7,1623760.2174956,0.0,0.0,0.0,0.0,95063.0
2019-01-04 22:00:00,7958802.5,0.0,0.0,0.0,6448110.8,1600228.6531562,0.0,0.0,0.0,0.0,89537.0
2019-01-04 23:00:00,6653780.2,0.0,0.0,0.0,5207518.9,1523545.3735692,0.0,0.0,0.0,0.0,77284.0
2019-01-05 00:00:00,5743228.5,0.0,0.0,0.0,4350127.4,1461727.0215658,0.0,0.0,0.0,0.0,68626.0
2019-01-05 01:00:00,4645332.2,0.0,0.0,0.0,3300528.4,1403199.7974395999,0.0,0.0,0.0,0.0,58396.0
2019-01-05 02:00:00,3258689.7,0.0,0.0,0.0,1940963.2,1363651.4107636,0.0,0.0,0.0,0.0,45925.0
2019-01-05 03:00:00,2787099.5,0.0,0.0,0.0,1486934.6,1341737.9843014001,0.0,0.0,0.0,0.0,41573.0
2019-01-05 04:00:00,2530996.7,0.0,0.0,0.0,1221018.0,1349444.7087474,0.0,0.0,0.0,0.0,39466.0
2019-01-05 05:00:00,3028127.3,0.0,0.0,0.0,1683538.3,1388855.965103,0.0,0.0,0.0,0.0,44267.0
2019-01-05 06:00:00,3699345.2,0.0,0.0,0.0,2248348.2,1502537.0072672,0.0,0.0,0.0,0.0,51540.0
2019-01-05 07:00:00,3938166.9,0.0,0.0,0.0,2321221.3,1672770.5968286,0.0,0.0,0.0,0.0,55825.0
2019-01-05 08:00:00,4225257.1,0.0,0.0,0.0,2530179.7,1754445.4203676,0.0,0.0,0.0,0.0,59368.0
2019-01-05 09:00:00,4219512.8,0.0,0.0,0.0,2514861.0,1776742.8117564,0.0,0.0,0.0,15401.999999999998,56689.0
2019-01-05 10:00:00,4243205.3,0.0,0.0,0.0,2543325.9,1793966.3809956,0.0,0.0,0.0,42016.0,52071.0
2019-01-05 11:00:00,4552665.5,0.0,0.0,0.0,2838457.7,1817552.7974578,0.0,0.0,0.0,49768.0,53577.0
2019-01-05 12:00:00,4497441.4,0.0,0.0,0.0,2770495.1,1823504.2537062,0.0,0.0,0.0,41884.0,54674.0
2019-01-05 13:00:00,4519353.3,0.0,0.0,0.0,2795892.1,1813740.5743336002,0.0,0.0,0.0,34060.4,56219.0
2019-01-05 14:00:00,4663244.4,0.0,0.0,0.0,2954305.2,1789495.9322906,0.0,0.0,0.0,20922.8,59634.0
2019-01-05 15:00:00,4448124.4,0.0,0.0,0.0,2740583.9,1774301.8919165998,0.0,0.0,0.0,6432.400000000001,60329.0
2019-01-05 16:00:00,4407306.3,0.0,0.0,0.0,2676093.3,1792649.929834,0.0,0.0,0.0,0.0,61437.0
2019-01-05 17:00:00,4975325.5,0.0,0.0,0.0,3169972.5,1872734.0415706001,0.0,0.0,0.0,0.0,67381.0
2019-01-05 18:00:00,5728565.7,0.0,0.0,0.0,3910948.4,1891740.3050688002,0.0,0.0,0.0,0.0,74123.0
2019-01-05 19:00:00,6743736.2,0.0,0.0,0.0,4964942.2,1861269.9461232,0.0,0.0,0.0,0.0,82476.0
2019-01-05 20:00:00,7740286.4,0.0,0.0,0.0,6053396.9,1776852.5160154,0.0,0.0,0.0,0.0,89963.0
2019-01-05 21:00:00,8418930.8,0.0,0.0,0.0,6814898.4,1698825.3592054,0.0,0.0,0.0,0.0,94793.0
2019-01-05 22:00:00,8693539.6,0.0,0.0,0.0,7121784.0,1668519.556655,0.0,0.0,0.0,0.0,96764.0
2019-01-05 23:00:00,8952795.1,0.0,0.0,0.0,7489757.7,1560625.414344,0.0,0.0,0.0,0.0,97588.0
2019-01-06 00:00:00,9112640.6,0.0,0.0,0.0,7729693.2,1480870.4153978,0.0,0.0,0.0,0.0,97923.0
2019-01-06 01:00:00,9075158.1,0.0,0.0,0.0,7750894.5,1421081.5922596,0.0,0.0,0.0,0.0,96818.0
2019-01-06 02:00:00,9084651.0,0.0,0.0,0.0,7800908.0,1380107.050163,0.0,0.0,0.0,0.0,96364.0
2019-01-06 03:00:00,9154478.0,0.0,0.0,0.0,7894804.4,1356328.6512308,0.0,0.0,0.0,0.0,96655.0
2019-01-06 04:00:00,9063921.6,0.0,0.0,0.0,7800625.2,1359208.38812,0.0,0.0,0.0,0.0,95912.0
2019-01-06 05:00:00,8812046.9,0.0,0.0,0.0,7520215.5,1385921.3760776,0.0,0.0,0.0,0.0,94090.0
2019-01-06 06:00:00,8211730.7,0.0,0.0,0.0,6819095.1,1482817.6660654,0.0,0.0,0.0,0.0,90182.0
2019-01-06 07:00:00,7375084.0,0.0,0.0,0.0,5829017.7,1630973.272756,0.0,0.0,0.0,0.0,84907.0
2019-01-06 08:00:00,6383006.0,0.0,0.0,0.0,4761341.3,1698907.637403,0.0,0.0,0.0,0.0,77243.0
2019-01-06 09:00:00,5999152.5,0.0,0.0,0.0,4371239.1,1723261.9837184001,0.0,0.0,0.0,26033.600000000002,69315.0
2019-01-06 10:00:00,6383851.1,0.0,0.0,0.0,4767510.3,1752086.7787254,0.0,0.0,0.0,71328.0,64418.0
2019-01-06 11:00:00,6878792.1,0.0,0.0,0.0,5252480.3,1780993.8519300001,0.0,0.0,0.0,88964.0,65718.0
2019-01-06 12:00:00,7362174.3,0.0,0.0,0.0,5733126.6,1782529.7116096,0.0,0.0,0.0,82316.0,71166.0
2019-01-06 13:00:00,8594387800.0,0.0,0.0,0.0,8666795200.0,1758778.7387522,0.0,0.0,0.0,66172.0,74100000.0
2019-01-06 14:00:00,7362632.8,0.0,0.0,0.0,5750289.4,1731270.3948934001,0.0,0.0,0.0,40496.0,78431.0
2019-01-06 15:00:00,7472652.2,0.0,0.0,0.0,5850407.7,1720053.1340254,0.0,0.0,0.0,13445.599999999999,84363.0
2019-01-06 16:00:00,7764071.7,0.0,0.0,0.0,6115200.4,1738538.3022900003,0.0,0.0,0.0,0.0,89667.0
2019-01-06 17:00:00,8249875.6,0.0,0.0,0.0,6520363.0,1824491.5920774,0.0,0.0,0.0,0.0,94979.0
2019-01-06 18:00:00,8447408.3,0.0,0.0,0.0,6689174.8,1855318.4898748002,0.0,0.0,0.0,0.0,97085.0
2019-01-06 19:00:00,8611968.0,0.0,0.0,0.0,6887877.6,1822160.3764832,0.0,0.0,0.0,0.0,98070.0
2019-01-06 20:00:00,8808815.2,0.0,0.0,0.0,7171169.9,1736289.3649068,0.0,0.0,0.0,0.0,98644.0
2019-01-06 21:00:00,8937825.9,0.0,0.0,0.0,7357755.3,1679078.5919288,0.0,0.0,0.0,0.0,99008.0
2019-01-06 22:00:00,8993363.2,0.0,0.0,0.0,7431338.1,1661279.0753198,0.0,0.0,0.0,0.0,99254.0
2019-01-06 23:00:00,9148069.4,0.0,0.0,0.0,7681085.4,1566330.0359996,0.0,0.0,0.0,0.0,99346.0
2019-01-07 00:00:00,9284474.7,0.0,0.0,0.0,7901222.2,1482680.5357316,0.0,0.0,0.0,0.0,99428.0
2019-01-07 01:00:00,9395497.9,0.0,0.0,0.0,8077433.4,1417598.4819124,0.0,0.0,0.0,0.0,99534.0
2019-01-07 02:00:00,9467116.8,0.0,0.0,0.0,8187509.9,1379256.8421256,0.0,0.0,0.0,0.0,99650.0
2019-01-07 03:00:00,9506661.8,0.0,0.0,0.0,8248670.8,1357699.9545152,0.0,0.0,0.0,0.0,99709.0
2019-01-07 04:00:00,9491321.9,0.0,0.0,0.0,8218690.5,1372400.3257036,0.0,0.0,0.0,0.0,99769.0
2019-01-07 05:00:00,9404438.6,0.0,0.0,0.0,8071212.3,1433039.3568792,0.0,0.0,0.0,0.0,99813.0
2019-01-07 06:00:00,9180742.2,0.0,0.0,0.0,7699071.6,1581496.6503122002,0.0,0.0,0.0,0.0,99826.0
2019-01-07 07:00:00,8895989.3,0.0,0.0,0.0,7227210.0,1768597.2702475998,0.0,0.0,0.0,0.0,99818.0
2019-01-07 08:00:00,8803959.0,0.0,0.0,0.0,7075568.9,1828194.1109291997,0.0,0.0,0.0,0.0,99804.0
2019-01-07 09:00:00,8803740.0,0.0,0.0,0.0,7071837.3,1831951.4819306002,0.0,0.0,0.0,243.852,99805.0
2019-01-07 10:00:00,8832250.7,0.0,0.0,0.0,7089025.3,1845472.5323045999,0.0,0.0,0.0,2435.2,99812.0
2019-01-07 11:00:00,8822103.2,0.0,0.0,0.0,7063550.7,1861352.2243208,0.0,0.0,0.0,2968.7200000000003,99831.0
2019-01-07 12:00:00,8807599.8,0.0,0.0,0.0,7049753.9,1859816.3646411998,0.0,0.0,0.0,2124.48,99846.0
2019-01-07 13:00:00,8821341.3,0.0,0.0,0.0,7080117.7,1842647.6475382,0.0,0.0,0.0,1581.08,99843.0
2019-01-07 14:00:00,8835584.9,0.0,0.0,0.0,7117194.5,1818841.8225445999,0.0,0.0,0.0,613.4,99838.0
2019-01-07 15:00:00,8831206.4,0.0,0.0,0.0,7118966.8,1812067.5843202001,0.0,0.0,0.0,0.0,99828.0
2019-01-07 16:00:00,8821421.6,0.0,0.0,0.0,7104090.2,1817141.4064698,0.0,0.0,0.0,0.0,99810.0
2019-01-07 17:00:00,8683584.9,0.0,0.0,0.0,6876446.6,1906934.3454562,0.0,0.0,0.0,0.0,99796.0
2019-01-07 18:00:00,8650161.4,0.0,0.0,0.0,6821216.4,1928738.067646,0.0,0.0,0.0,0.0,99793.0
2019-01-07 19:00:00,8688900.0,0.0,0.0,0.0,6886246.6,1902436.4706764,0.0,0.0,0.0,0.0,99783.0
2019-01-07 20:00:00,8813750.8,0.0,0.0,0.0,7094079.6,1819445.1959892,0.0,0.0,0.0,0.0,99774.0
2019-01-07 21:00:00,8921657.4,0.0,0.0,0.0,7273345.8,1748082.5731312,0.0,0.0,0.0,0.0,99771.0
2019-01-07 22:00:00,8986324.3,0.0,0.0,0.0,7381472.0,1704612.2590586,0.0,0.0,0.0,0.0,99760.0
2019-01-07 23:00:00,9138535.6,0.0,0.0,0.0,7634928.3,1603355.2246382,0.0,0.0,0.0,0.0,99748.0
2019-01-08 00:00:00,9267297.2,0.0,0.0,0.0,7849250.3,1517785.8997773998,0.0,0.0,0.0,0.0,99739.0
2019-01-08 01:00:00,9359835.5,0.0,0.0,0.0,8001809.8,1457777.6681078,0.0,0.0,0.0,0.0,99752.0
2019-01-08 02:00:00,9429363.1,0.0,0.0,0.0,8114378.5,1414773.5971594,0.0,0.0,0.0,0.0,99789.0
2019-01-08 03:00:00,9476987.8,0.0,0.0,0.0,8191511.2,1385290.5765716,0.0,0.0,0.0,0.0,99814.0
2019-01-08 04:00:00,9465526.9,0.0,0.0,0.0,8169476.5,1395904.4639816,0.0,0.0,0.0,0.0,99854.0
2019-01-08 05:00:00,11584979000.0,0.0,0.0,0.0,11683431000.0,1447657.4498834,0.0,0.0,0.0,0.0,99900000.0
2019-01-08 06:00:00,10126140.0,0.0,0.0,0.0,8647765.8,1578315.226694,0.0,0.0,0.0,0.0,99941.0
2019-01-08 07:00:00,8930423.1,0.0,0.0,0.0,7273173.6,1757215.4529978,0.0,0.0,0.0,0.0,99966.0
2019-01-08 08:00:00,8838770.1,0.0,0.0,0.0,7120045.4,1818704.6922108,0.0,0.0,0.0,0.0,99980.0
2019-01-08 09:00:00,8976556.9,0.0,0.0,0.0,7252017.1,1831649.7952150002,0.0,0.0,0.0,7124.0,99986.0
2019-01-08 10:00:00,9242245.4,0.0,0.0,0.0,7514048.5,1848544.2516503998,0.0,0.0,0.0,20360.4,99987.0
2019-01-08 11:00:00,9299241.9,0.0,0.0,0.0,7557663.7,1865712.9687668,0.0,0.0,0.0,24150.8,99984.0
2019-01-08 12:00:00,9208724.9,0.0,0.0,0.0,7461994.0,1866864.8635198001,0.0,0.0,0.0,20158.0,99976.0
2019-01-08 13:00:00,9175627.3,0.0,0.0,0.0,7460157.8,1831732.0733991999,0.0,0.0,0.0,16299.6,99963.0
2019-01-08 14:00:00,9076643.8,0.0,0.0,0.0,7383359.3,1803126.6869235998,0.0,0.0,0.0,9891.2,99951.0
2019-01-08 15:00:00,8950051.5,0.0,0.0,0.0,7268410.9,1784504.3883385998,0.0,0.0,0.0,2926.76,99937.0
2019-01-08 16:00:00,8857767.4,0.0,0.0,0.0,7156773.2,1800905.1756018,0.0,0.0,0.0,0.0,99911.0
2019-01-08 17:00:00,8707521.9,0.0,0.0,0.0,6912012.4,1895360.5457364,0.0,0.0,0.0,0.0,99851.0
2019-01-08 18:00:00,8675963.1,0.0,0.0,0.0,6867649.3,1908058.8141478,0.0,0.0,0.0,0.0,99745.0
2019-01-08 19:00:00,8730234.7,0.0,0.0,0.0,6969621.4,1860200.3295678,0.0,0.0,0.0,0.0,99587.0
2019-01-08 20:00:00,8863672.1,0.0,0.0,0.0,7201814.1,1761301.9367896002,0.0,0.0,0.0,0.0,99444.0
2019-01-08 21:00:00,8947029.8,0.0,0.0,0.0,7346386.1,1700004.6800332,0.0,0.0,0.0,0.0,99361.0
2019-01-08 22:00:00,8948986.7,0.0,0.0,0.0,7363896.6,1684262.1183374003,0.0,0.0,0.0,0.0,99172.0
2019-01-08 23:00:00,9034359.1,0.0,0.0,0.0,7527282.4,1605960.7008731999,0.0,0.0,0.0,0.0,98884.0
2019-01-09 00:00:00,9095687.1,0.0,0.0,0.0,7648660.3,1545650.782488,0.0,0.0,0.0,0.0,98624.0
2019-01-09 01:00:00,9170079.8,0.0,0.0,0.0,7777829.2,1490798.6511656002,0.0,0.0,0.0,0.0,98548.0
2019-01-09 02:00:00,9240821.2,0.0,0.0,0.0,7887128.9,1452347.3071064,0.0,0.0,0.0,0.0,98655.0
2019-01-09 03:00:00,9324354.0,0.0,0.0,0.0,8001426.6,1421904.3742222001,0.0,0.0,0.0,0.0,98977.0
2019-01-09 04:00:00,9368727.1,0.0,0.0,0.0,8058146.1,1409782.0532074,0.0,0.0,0.0,0.0,99201.0
2019-01-09 05:00:00,9402749.8,0.0,0.0,0.0,8104182.2,1397906.566772,0.0,0.0,0.0,0.0,99339.0
2019-01-09 06:00:00,9423124.3,0.0,0.0,0.0,8140025.4,1382410.839669,0.0,0.0,0.0,0.0,99312.0
2019-01-09 07:00:00,9322129.2,0.0,0.0,0.0,7979396.4,1441952.8282278,0.0,0.0,0.0,0.0,99220.0
2019-01-09 08:00:00,9158558.4,0.0,0.0,0.0,7732374.2,1525081.2332488,0.0,0.0,0.0,0.0,98897.0
2019-01-09 09:00:00,9541464.1,0.0,0.0,0.0,8056953.5,1610239.1671216,0.0,0.0,0.0,27663.6,98065.0
2019-01-09 10:00:00,10326317.0,0.0,0.0,0.0,8827506.7,1667888.7571490002,0.0,0.0,0.0,71880.0,97199.0
2019-01-09 11:00:00,10476202.0,0.0,0.0,0.0,8952581.7,1705819.0059478001,0.0,0.0,0.0,85864.0,96335.0
