from,BB-biomass-st,BB-ch4-gt,BB-electricity,BB-electricity,BB-electricity,BB-electricity,BB-electricity-liion-battery,BB-electricity-shortage,BB-solar-pv,BB-wind-onshore,BE-BB-electricity-transmission
to,BB-electricity,BB-electricity,BB-electricity-curtailment,BB-electricity-demand,BB-electricity-liion-battery,BE-BB-electricity-transmission,BB-electricity,BB-electricity,BB-electricity,BB-electricity,BB-electricity
type,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow
timeindex,,,,,,,,,,,
2019-01-01 00:00:00,1883435.0,0.0,0.0,1889794.8071409904,0.0,1235072.2,0.0,0.0,0.0,1241432.0,0.0
2019-01-01 01:00:00,1960008.8,0.0,0.0,1870448.7801216468,0.0,1225533.8,267446.92,0.0,0.0,868526.7999999999,0.0
2019-01-01 02:00:00,1116761.8,0.0,0.0,1803840.2010708165,0.0,1183546.5,1225038.5,0.0,0.0,645586.4,0.0
2019-01-01 03:00:00,883849.13,0.0,0.0,1729784.4417255784,0.0,1133787.6,1225038.5,0.0,0.0,754684.4,0.0
2019-01-01 04:00:00,1776511.2,0.0,0.0,1674117.8091399274,0.0,1095040.2,0.0,0.0,0.0,992646.7999999999,0.0
2019-01-01 05:00:00,351347.17,0.0,0.0,1628644.2445532584,0.0,1063997.9,1225038.5,0.0,0.0,1116256.4,0.0
2019-01-01 06:00:00,1202875.3,0.0,0.0,1556627.0988085389,0.0,1014352.2,0.0,0.0,0.0,1368104.0,0.0
2019-01-01 07:00:00,0.0,0.0,0.0,1532871.009715395,0.0,317676.99,0.0,0.0,0.0,1850548.0,0.0
2019-01-01 08:00:00,0.0,0.0,0.0,1542648.0341236505,0.0,1208524.0,0.0,0.0,0.0,2751172.0,0.0
2019-01-01 09:00:00,0.0,0.0,0.0,1618367.9678354086,0.0,2236626.4,0.0,0.0,547254.4,3307740.0,0.0
2019-01-01 10:00:00,0.0,0.0,0.0,1705113.056731212,0.0,3796358.9,0.0,0.0,1357488.0,4143984.0,0.0
2019-01-01 11:00:00,0.0,0.0,0.0,1812119.4685475815,0.0,4974352.5,0.0,0.0,1409408.0,5377064.0,0.0
2019-01-01 12:00:00,0.0,0.0,0.0,1879185.695549475,0.0,5636606.3,0.0,0.0,911680.0,6604112.000000001,0.0
2019-01-01 13:00:00,0.0,0.0,0.0,1872445.7893627314,0.0,6878223.8,0.0,0.0,746785.6000000001,8003884.0,0.0
2019-01-01 14:00:00,0.0,0.0,0.0,1851934.8402855613,0.0,7830526.0,0.0,0.0,458488.8,9223972.0,0.0
2019-01-01 15:00:00,0.0,0.0,0.0,1859257.2075016694,0.0,8349453.2,0.0,0.0,129122.40000000001,10079588.0,0.0
2019-01-01 16:00:00,0.0,0.0,0.0,1958275.5823555063,0.0,8745972.4,0.0,0.0,0.0,10704248.0,0.0
2019-01-01 17:00:00,0.0,0.0,0.0,2098523.8771523368,0.0,9025296.1,0.0,0.0,0.0,11123820.0,0.0
2019-01-01 18:00:00,0.0,0.0,0.0,2139296.1491578263,0.0,9224411.9,0.0,0.0,0.0,11363708.0,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,2094821.089191295,0.0,9395210.9,0.0,0.0,0.0,11490032.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,2021971.8562640266,0.0,9534644.1,0.0,0.0,0.0,11556616.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,1976664.7091141923,0.0,9606979.3,0.0,0.0,0.0,11583644.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,2016521.6852107039,0.0,9575706.3,0.0,0.0,0.0,11592228.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,1928403.6524626124,0.0,9662664.3,0.0,0.0,0.0,11591068.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,1819400.231405158,0.0,9765983.8,0.0,0.0,0.0,11585384.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,1732696.746868789,0.0,9849323.3,0.0,0.0,0.0,11582020.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,1687056.7648452888,0.0,9887307.2,0.0,0.0,0.0,11574364.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,1661844.5231809914,0.0,9907415.5,0.0,0.0,0.0,11569260.0,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,1662593.401646286,0.0,9901446.6,0.0,0.0,0.0,11564040.0,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,1647699.0410592724,0.0,9910193.0,0.0,0.0,0.0,11557892.0,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,1623526.9083745016,0.0,9916269.1,0.0,0.0,0.0,11539796.0,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,1726331.2799133381,0.0,9792932.7,0.0,0.0,0.0,11519264.0,0.0
2019-01-02 08:00:00,0.0,0.0,0.0,1866912.4095914413,0.0,9633559.6,0.0,0.0,0.0,11500472.0,0.0
2019-01-02 09:00:00,0.0,0.0,0.0,2005704.551823826,0.0,9903160.2,0.0,0.0,420340.80000000005,11488524.0,0.0
2019-01-02 10:00:00,0.0,0.0,0.0,2083463.0991308803,0.0,10540537.0,0.0,0.0,1141624.0,11482376.0,0.0
2019-01-02 11:00:00,0.0,0.0,0.0,2149114.777923757,0.0,10677249.0,0.0,0.0,1348512.0,11477852.0,0.0
2019-01-02 12:00:00,0.0,0.0,0.0,2174118.997789625,0.0,10442553.0,0.0,0.0,1129656.0,11487016.0,0.0
2019-01-02 13:00:00,0.0,0.0,0.0,2140128.2363341446,0.0,10285244.0,0.0,0.0,918984.0,11506388.0,0.0
2019-01-02 14:00:00,0.0,0.0,0.0,2113584.6551737934,0.0,9964884.1,0.0,0.0,563032.7999999999,11515436.0,0.0
2019-01-02 15:00:00,0.0,0.0,0.0,2120116.5395668414,0.0,9565589.1,0.0,0.0,169109.6,11516596.0,0.0
2019-01-02 16:00:00,0.0,0.0,0.0,2188056.4581250846,0.0,9314271.5,0.0,0.0,0.0,11502328.0,0.0
2019-01-02 17:00:00,0.0,0.0,0.0,2381558.3326793066,0.0,9111605.7,0.0,0.0,0.0,11493164.0,0.0
2019-01-02 18:00:00,0.0,0.0,0.0,2397367.989171646,0.0,9103568.0,0.0,0.0,0.0,11500936.0,0.0
2019-01-02 19:00:00,0.0,0.0,0.0,2346277.8360863035,0.0,9160226.2,0.0,0.0,0.0,11506504.0,0.0
2019-01-02 20:00:00,0.0,0.0,0.0,2213726.3477360727,0.0,9293705.7,0.0,0.0,0.0,11507432.0,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,2153067.1920417603,0.0,9358656.8,0.0,0.0,0.0,11511724.0,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,2177447.346535553,0.0,9329520.7,0.0,0.0,0.0,11506968.0,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,2085668.130170484,0.0,9410511.9,0.0,0.0,0.0,11496180.0,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,1966346.828036907,0.0,9502921.2,0.0,0.0,0.0,11469268.0,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,1881848.3745378891,0.0,9546935.6,0.0,0.0,0.0,11428784.0,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,1816321.5088251147,0.0,9569310.5,0.0,0.0,0.0,11385632.0,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,1752583.630558063,0.0,9615416.4,0.0,0.0,0.0,11368000.0,0.0
2019-01-03 04:00:00,0.0,0.0,0.0,1731823.055326095,0.0,9579568.9,0.0,0.0,0.0,11311392.0,0.0
2019-01-03 05:00:00,0.0,0.0,0.0,1694545.5494982277,0.0,9458738.5,0.0,0.0,0.0,11153284.0,0.0
2019-01-03 06:00:00,0.0,0.0,0.0,1636257.8422835981,0.0,9343722.2,0.0,0.0,0.0,10979980.0,0.0
2019-01-03 07:00:00,0.0,0.0,0.0,1669874.1645029604,0.0,9241665.8,0.0,0.0,0.0,10911540.0,0.0
2019-01-03 08:00:00,0.0,0.0,0.0,1729618.0242887456,0.0,9125778.0,0.0,0.0,0.0,10855396.0,0.0
2019-01-03 09:00:00,0.0,0.0,0.0,1827346.6640082593,0.0,9236314.9,0.0,0.0,557541.6,10506120.0,0.0
2019-01-03 10:00:00,0.0,0.0,0.0,1926365.0388629967,0.0,9517171.0,0.0,0.0,1277760.0,10165776.0,0.0
2019-01-03 11:00:00,0.0,0.0,0.0,2034078.724791547,0.0,9086233.3,0.0,0.0,1145936.0,9974376.0,0.0
2019-01-03 12:00:00,0.0,0.0,0.0,2067403.81648158,0.0,8510593.8,0.0,0.0,464305.60000000003,10113692.0,0.0
2019-01-03 13:00:00,0.0,0.0,0.0,2014566.280329053,0.0,8616145.7,0.0,0.0,375848.0,10254864.0,0.0
2019-01-03 14:00:00,0.0,0.0,0.0,1977080.7527058215,0.0,8720608.0,0.0,0.0,224628.8,10473060.0,0.0
2019-01-03 15:00:00,0.0,0.0,0.0,1971297.7467797352,0.0,8785848.1,0.0,0.0,58117.84,10699028.0,0.0
2019-01-03 16:00:00,0.0,0.0,0.0,2075766.2926787906,0.0,8882173.7,0.0,0.0,0.0,10957940.0,0.0
2019-01-03 17:00:00,0.0,0.0,0.0,2252002.35819228,0.0,8831681.6,0.0,0.0,0.0,11083684.0,0.0
2019-01-03 18:00:00,0.0,0.0,0.0,2297517.5271190456,0.0,8881518.5,0.0,0.0,0.0,11179036.0,0.0
2019-01-03 19:00:00,0.0,0.0,0.0,2249506.09662267,0.0,8976973.9,0.0,0.0,0.0,11226480.0,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,2162012.129278655,0.0,9139519.9,0.0,0.0,0.0,11301532.0,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,2125649.9193523726,0.0,9206738.1,0.0,0.0,0.0,11332388.0,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,2169958.561867379,0.0,9155121.4,0.0,0.0,0.0,11325080.0,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,2071689.065482307,0.0,9255246.9,0.0,0.0,0.0,11326936.0,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,1963892.1708447596,0.0,9378007.8,0.0,0.0,0.0,11341900.0,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,1869741.506015786,0.0,9493618.5,0.0,0.0,0.0,11363360.0,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,1820315.5273063835,0.0,9579932.5,0.0,0.0,0.0,11400248.0,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,1797516.3384747994,0.0,9615839.7,0.0,0.0,0.0,11413356.0,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,1812743.5339354773,0.0,9618592.5,0.0,0.0,0.0,11431336.0,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,1854306.2887588432,0.0,9602433.7,0.0,0.0,0.0,11456740.0,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,2005038.8820764963,0.0,9480701.1,0.0,0.0,0.0,11485740.0,0.0
2019-01-04 07:00:00,0.0,0.0,0.0,2228163.0603651265,0.0,9281936.9,0.0,0.0,0.0,11510100.0,0.0
2019-01-04 08:00:00,0.0,0.0,0.0,2365499.0500300066,0.0,9161536.9,0.0,0.0,0.0,11527036.0,0.0
2019-01-04 09:00:00,0.0,0.0,0.0,2451287.2386686667,0.0,9189384.8,0.0,0.0,116072.0,11524600.0,0.0
2019-01-04 10:00:00,0.0,0.0,0.0,2509741.363323375,0.0,9357750.6,0.0,0.0,350548.0,11516944.0,0.0
2019-01-04 11:00:00,0.0,0.0,0.0,2558460.0679175886,0.0,9379911.9,0.0,0.0,417252.0,11521120.0,0.0
2019-01-04 12:00:00,0.0,0.0,0.0,2576641.17288073,0.0,9294813.2,0.0,0.0,342214.39999999997,11529240.0,0.0
2019-01-04 13:00:00,0.0,0.0,0.0,2549099.0871128617,0.0,9265355.3,0.0,0.0,277094.4,11537360.0,0.0
2019-01-04 14:00:00,0.0,0.0,0.0,2523928.4497954687,0.0,9180455.6,0.0,0.0,164471.99999999997,11539912.0,0.0
2019-01-04 15:00:00,0.0,0.0,0.0,2507120.288695613,0.0,9070152.2,0.0,0.0,39332.479999999996,11537940.0,0.0
2019-01-04 16:00:00,0.0,0.0,0.0,2552385.831485745,0.0,8976390.2,0.0,0.0,0.0,11528776.0,0.0
2019-01-04 17:00:00,0.0,0.0,0.0,2711938.548937204,0.0,8805817.5,0.0,0.0,0.0,11517756.0,0.0
2019-01-04 18:00:00,0.0,0.0,0.0,2702203.128897036,0.0,8801284.9,0.0,0.0,0.0,11503488.0,0.0
2019-01-04 19:00:00,0.0,0.0,0.0,2658809.7822637837,0.0,8796886.2,0.0,0.0,0.0,11455696.0,0.0
2019-01-04 20:00:00,0.0,0.0,0.0,2535702.483444042,0.0,8781721.5,0.0,0.0,0.0,11317424.0,0.0
2019-01-04 21:00:00,0.0,0.0,0.0,2463186.085395721,0.0,8564121.9,0.0,0.0,0.0,11027308.0,0.0
2019-01-04 22:00:00,0.0,0.0,0.0,2427489.5452145585,0.0,7958802.5,0.0,0.0,0.0,10386292.0,0.0
2019-01-04 23:00:00,0.0,0.0,0.0,2311163.7569448263,0.0,6653780.2,0.0,0.0,0.0,8964944.0,0.0
2019-01-05 00:00:00,0.0,0.0,0.0,2217387.531344397,0.0,5743228.5,0.0,0.0,0.0,7960616.0,0.0
2019-01-05 01:00:00,0.0,0.0,0.0,2128603.828842532,0.0,4645332.2,0.0,0.0,0.0,6773936.0,0.0
2019-01-05 02:00:00,0.0,0.0,0.0,2068610.3429136672,0.0,3258689.7,0.0,0.0,0.0,5327300.0,0.0
2019-01-05 03:00:00,0.0,0.0,0.0,2035368.4599290697,0.0,2787099.5,0.0,0.0,0.0,4822468.0,0.0
2019-01-05 04:00:00,0.0,0.0,0.0,2047059.2848518805,0.0,2530996.7,0.0,0.0,0.0,4578056.0,0.0
2019-01-05 05:00:00,0.0,0.0,0.0,2106844.748996829,0.0,3028127.3,0.0,0.0,0.0,5134972.0,0.0
2019-01-05 06:00:00,0.0,0.0,0.0,2279294.8178031864,0.0,3699345.2,0.0,0.0,0.0,5978640.0,0.0
2019-01-05 07:00:00,0.0,0.0,0.0,2537533.075248204,0.0,3938166.9,0.0,0.0,0.0,6475700.0,0.0
2019-01-05 08:00:00,0.0,0.0,0.0,2661430.8568915464,0.0,4225257.1,0.0,0.0,0.0,6886688.0,0.0
2019-01-05 09:00:00,0.0,0.0,0.0,2695255.200915829,0.0,4219512.8,0.0,0.0,338844.0,6575924.0,0.0
2019-01-05 10:00:00,0.0,0.0,0.0,2721382.738488021,0.0,4243205.3,0.0,0.0,924352.0,6040236.0,0.0
2019-01-05 11:00:00,0.0,0.0,0.0,2757162.4873746186,0.0,4552665.5,0.0,0.0,1094896.0,6214932.0,0.0
2019-01-05 12:00:00,0.0,0.0,0.0,2766190.6333169485,0.0,4497441.4,0.0,0.0,921448.0,6342184.0,0.0
2019-01-05 13:00:00,0.0,0.0,0.0,2751379.4814524534,0.0,4519353.3,0.0,0.0,749328.8,6521404.0,0.0
2019-01-05 14:00:00,0.0,0.0,0.0,2714601.2279380118,0.0,4663244.4,0.0,0.0,460301.6,6917544.0,0.0
2019-01-05 15:00:00,0.0,0.0,0.0,2691552.4129547863,0.0,4448124.4,0.0,0.0,141512.80000000002,6998164.0,0.0
2019-01-05 16:00:00,0.0,0.0,0.0,2719385.729232333,0.0,4407306.3,0.0,0.0,0.0,7126692.0,0.0
2019-01-05 17:00:00,0.0,0.0,0.0,2840870.458052156,0.0,4975325.5,0.0,0.0,0.0,7816196.0,0.0
2019-01-05 18:00:00,0.0,0.0,0.0,2869702.278957546,0.0,5728565.7,0.0,0.0,0.0,8598268.0,0.0
2019-01-05 19:00:00,0.0,0.0,0.0,2823479.8359126155,0.0,6743736.2,0.0,0.0,0.0,9567216.0,0.0
2019-01-05 20:00:00,0.0,0.0,0.0,2695421.618347027,0.0,7740286.4,0.0,0.0,0.0,10435708.0,0.0
2019-01-05 21:00:00,0.0,0.0,0.0,2577057.2164688893,0.0,8418930.8,0.0,0.0,0.0,10995988.0,0.0
2019-01-05 22:00:00,0.0,0.0,0.0,2531084.3995809187,0.0,8693539.6,0.0,0.0,0.0,11224624.0,0.0
2019-01-05 23:00:00,0.0,0.0,0.0,2367412.8505599312,0.0,8952795.1,0.0,0.0,0.0,11320208.0,0.0
2019-01-06 00:00:00,0.0,0.0,0.0,2246427.3740540305,0.0,9112640.6,0.0,0.0,0.0,11359068.0,0.0
2019-01-06 01:00:00,0.0,0.0,0.0,2155729.8710425682,0.0,9075158.1,0.0,0.0,0.0,11230888.0,0.0
2019-01-06 02:00:00,0.0,0.0,0.0,2093572.9584268173,0.0,9084651.0,0.0,0.0,0.0,11178224.0,0.0
2019-01-06 03:00:00,0.0,0.0,0.0,2057501.9790102139,0.0,9154478.0,0.0,0.0,0.0,11211980.0,0.0
2019-01-06 04:00:00,0.0,0.0,0.0,2061870.436716376,0.0,9063921.6,0.0,0.0,0.0,11125792.0,0.0
2019-01-06 05:00:00,0.0,0.0,0.0,2102393.0825649044,0.0,8812046.9,0.0,0.0,0.0,10914440.0,0.0
2019-01-06 06:00:00,0.0,0.0,0.0,2249381.283564517,0.0,8211730.7,0.0,0.0,0.0,10461112.0,0.0
2019-01-06 07:00:00,0.0,0.0,0.0,2474128.031847649,0.0,7375084.0,0.0,0.0,0.0,9849212.0,0.0
2019-01-06 08:00:00,0.0,0.0,0.0,2577182.0295473696,0.0,6383006.0,0.0,0.0,0.0,8960188.0,0.0
2019-01-06 09:00:00,0.0,0.0,0.0,2614126.7005133363,0.0,5999152.5,0.0,0.0,572739.2000000001,8040540.000000001,0.0
2019-01-06 10:00:00,0.0,0.0,0.0,2657852.882008985,0.0,6383851.1,0.0,0.0,1569216.0,7472488.0,0.0
2019-01-06 11:00:00,0.0,0.0,0.0,2701703.876583114,0.0,6878792.1,0.0,0.0,1957208.0,7623288.0,0.0
2019-01-06 12:00:00,0.0,0.0,0.0,2704033.720701198,0.0,7362174.3,0.0,0.0,1810952.0,8255255.999999999,0.0
2019-01-06 13:00:00,0.0,0.0,0.0,2668004.3456576397,0.0,8594387800.0,0.0,0.0,1455784.0,8595600000.0,0.0
2019-01-06 14:00:00,0.0,0.0,0.0,2626275.1733973515,0.0,7362632.8,0.0,0.0,890912.0,9097996.0,0.0
2019-01-06 15:00:00,0.0,0.0,0.0,2609258.990472925,0.0,7472652.2,0.0,0.0,295803.2,9786108.0,0.0
2019-01-06 16:00:00,0.0,0.0,0.0,2637300.328575042,0.0,7764071.7,0.0,0.0,0.0,10401372.0,0.0
2019-01-06 17:00:00,0.0,0.0,0.0,2767688.390258715,0.0,8249875.6,0.0,0.0,0.0,11017564.0,0.0
2019-01-06 18:00:00,0.0,0.0,0.0,2814451.689970285,0.0,8447408.3,0.0,0.0,0.0,11261860.0,0.0
2019-01-06 19:00:00,0.0,0.0,0.0,2764152.0197085436,0.0,8611968.0,0.0,0.0,0.0,11376120.0,0.0
2019-01-06 20:00:00,0.0,0.0,0.0,2633888.771123679,0.0,8808815.2,0.0,0.0,0.0,11442704.0,0.0
2019-01-06 21:00:00,0.0,0.0,0.0,2547102.0778571744,0.0,8937825.9,0.0,0.0,0.0,11484928.0,0.0
2019-01-06 22:00:00,0.0,0.0,0.0,2520100.848755946,0.0,8993363.2,0.0,0.0,0.0,11513464.0,0.0
2019-01-06 23:00:00,0.0,0.0,0.0,2376066.55726682,0.0,9148069.4,0.0,0.0,0.0,11524136.0,0.0
2019-01-07 00:00:00,0.0,0.0,0.0,2249173.2617602735,0.0,9284474.7,0.0,0.0,0.0,11533648.0,0.0
2019-01-07 01:00:00,0.0,0.0,0.0,2150446.1174139977,0.0,9395497.9,0.0,0.0,0.0,11545944.0,0.0
2019-01-07 02:00:00,0.0,0.0,0.0,2092283.2232892949,0.0,9467116.8,0.0,0.0,0.0,11559400.0,0.0
2019-01-07 03:00:00,0.0,0.0,0.0,2059582.1969713368,0.0,9506661.8,0.0,0.0,0.0,11566244.0,0.0
2019-01-07 04:00:00,0.0,0.0,0.0,2081882.1334836793,0.0,9491321.9,0.0,0.0,0.0,11573204.0,0.0
2019-01-07 05:00:00,0.0,0.0,0.0,2173869.3716326645,0.0,9404438.6,0.0,0.0,0.0,11578308.0,0.0
2019-01-07 06:00:00,0.0,0.0,0.0,2399073.767897328,0.0,9180742.2,0.0,0.0,0.0,11579816.0,0.0
2019-01-07 07:00:00,0.0,0.0,0.0,2682898.7062275703,0.0,8895989.3,0.0,0.0,0.0,11578888.0,0.0
2019-01-07 08:00:00,0.0,0.0,0.0,2773304.9787293538,0.0,8803959.0,0.0,0.0,0.0,11577264.0,0.0
2019-01-07 09:00:00,0.0,0.0,0.0,2779004.775946084,0.0,8803740.0,0.0,0.0,5364.744,11577380.0,0.0
2019-01-07 10:00:00,0.0,0.0,0.0,2799515.7250273093,0.0,8832250.7,0.0,0.0,53574.399999999994,11578192.0,0.0
2019-01-07 11:00:00,0.0,0.0,0.0,2823604.648991096,0.0,8822103.2,0.0,0.0,65311.840000000004,11580396.0,0.0
2019-01-07 12:00:00,0.0,0.0,0.0,2821274.8048730115,0.0,8807599.8,0.0,0.0,46738.560000000005,11582136.0,0.0
2019-01-07 13:00:00,0.0,0.0,0.0,2795230.4760265825,0.0,8821341.3,0.0,0.0,34783.76,11581788.0,0.0
2019-01-07 14:00:00,0.0,0.0,0.0,2759117.892257261,0.0,8835584.9,0.0,0.0,13494.8,11581208.0,0.0
2019-01-07 15:00:00,0.0,0.0,0.0,2748841.6155301263,0.0,8831206.4,0.0,0.0,0.0,11580048.0,0.0
2019-01-07 16:00:00,0.0,0.0,0.0,2756538.421982216,0.0,8821421.6,0.0,0.0,0.0,11577960.0,0.0
2019-01-07 17:00:00,0.0,0.0,0.0,2892751.0939610987,0.0,8683584.9,0.0,0.0,0.0,11576336.0,0.0
2019-01-07 18:00:00,0.0,0.0,0.0,2925826.559494171,0.0,8650161.4,0.0,0.0,0.0,11575988.0,0.0
2019-01-07 19:00:00,0.0,0.0,0.0,2885927.979038045,0.0,8688900.0,0.0,0.0,0.0,11574828.0,0.0
2019-01-07 20:00:00,0.0,0.0,0.0,2760033.188159342,0.0,8813750.8,0.0,0.0,0.0,11573784.0,0.0
2019-01-07 21:00:00,0.0,0.0,0.0,2651778.6455568136,0.0,8921657.4,0.0,0.0,0.0,11573436.0,0.0
2019-01-07 22:00:00,0.0,0.0,0.0,2585835.7362542585,0.0,8986324.3,0.0,0.0,0.0,11572160.0,0.0
2019-01-07 23:00:00,0.0,0.0,0.0,2432232.442156162,0.0,9138535.6,0.0,0.0,0.0,11570768.0,0.0
2019-01-08 00:00:00,0.0,0.0,0.0,2302426.8415121743,0.0,9267297.2,0.0,0.0,0.0,11569724.0,0.0
2019-01-08 01:00:00,0.0,0.0,0.0,2211396.5036179884,0.0,9359835.5,0.0,0.0,0.0,11571232.0,0.0
2019-01-08 02:00:00,0.0,0.0,0.0,2146160.868433598,0.0,9429363.1,0.0,0.0,0.0,11575524.0,0.0
2019-01-08 03:00:00,0.0,0.0,0.0,2101436.1823101058,0.0,9476987.8,0.0,0.0,0.0,11578424.0,0.0
2019-01-08 04:00:00,0.0,0.0,0.0,2117537.0693121236,0.0,9465526.9,0.0,0.0,0.0,11583064.0,0.0
2019-01-08 05:00:00,0.0,0.0,0.0,2196044.4950868534,1225038.5,11584979000.0,0.0,0.0,0.0,11588400000.0,0.0
2019-01-08 06:00:00,0.0,0.0,0.0,2394247.6622299612,0.0,10126140.0,927231.67,0.0,0.0,11593156.0,0.0
2019-01-08 07:00:00,0.0,0.0,0.0,2665632.8971665106,0.0,8930423.1,0.0,0.0,0.0,11596056.0,0.0
2019-01-08 08:00:00,0.0,0.0,0.0,2758909.8704530178,0.0,8838770.1,0.0,0.0,0.0,11597680.0,0.0
2019-01-08 09:00:00,0.0,0.0,0.0,2778547.128005207,0.0,8976556.9,0.0,0.0,156728.0,11598376.0,0.0
2019-01-08 10:00:00,0.0,0.0,0.0,2804175.41324315,0.0,9242245.4,0.0,0.0,447928.8,11598492.0,0.0
2019-01-08 11:00:00,0.0,0.0,0.0,2830219.7421099064,0.0,9299241.9,0.0,0.0,531317.6,11598144.0,0.0
